formula,avg_Atomic_Radius,avg_Pauling_Electronegativity,avg_number_of_valence_electrons,avg_Cohesive_energy_ev_atom,avg_Bulk_modulus_RT_Gpa,avg_Elastic_modulus_RT_Gpa,avg_Shear_modulus_RT_Gpa,avg_Melting_point_(K),avg_rate_shear_mod_Mpa_perK,avg_Solid_Solubility_atpct,avg_lattice_constant_A,avg_BEC_percm3,avg_Av.Valence_bond_strength_ev,avg_EngelZ_e/a,range_Atomic_Radius,range_Pauling_Electronegativity,range_number_of_valence_electrons,range_Cohesive_energy_ev_atom,range_Bulk_modulus_RT_Gpa,range_Elastic_modulus_RT_Gpa,range_Shear_modulus_RT_Gpa,range_Melting_point_(K),range_rate_shear_mod_Mpa_perK,range_Solid_Solubility_atpct,range_lattice_constant_A,range_BEC_percm3,range_Av.Valence_bond_strength_ev,range_EngelZ_e/a,var_Atomic_Radius,var_Pauling_Electronegativity,var_number_of_valence_electrons,var_Cohesive_energy_ev_atom,var_Bulk_modulus_RT_Gpa,var_Elastic_modulus_RT_Gpa,var_Shear_modulus_RT_Gpa,var_Melting_point_(K),var_rate_shear_mod_Mpa_perK,var_Solid_Solubility_atpct,var_lattice_constant_A,var_BEC_percm3,var_Av.Valence_bond_strength_ev,var_EngelZ_e/a,Temp,hardness,concat_text
Al1 Co0.362 Cr0.34 Cu0.106 Fe0.213 Ni0.106,1.3815514809590972,1.7153784673248706,5.748942172073342,3.820122237893746,124.91302303714151,150.6539727315468,57.76210625293841,1414.8241889985893,-21.71760634157028,15.552656323460274,3.434372355430183,3.5385331452750355e-21,2.3410460742830277,4.505030559473437,0.48,0.2999999999999998,8.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.021888888888888892,0.014180555555555545,7.138888888888888,0.17749166666666663,1311.6666666666667,4423.805555555556,774.888888888889,145041.47222222228,4.094897329975828,61.51,0.27846666666666664,1.691788888888889e-42,0.03978022222222224,1.4658333333333335,25.0,841.0,"
    Formula: Al1 Co0.362 Cr0.34 Cu0.106 Fe0.213 Ni0.106
    avg_Atomic_Radius: 1.3815514809590972
    avg_Pauling_Electronegativity: 1.7153784673248706
    avg_number_of_valence_electrons: 5.748942172073342
    avg_Cohesive_energy_ev_atom: 3.820122237893746
    avg_Bulk_modulus_RT_Gpa: 124.91302303714151
    avg_Elastic_modulus_RT_Gpa: 150.6539727315468
    avg_Melting_point_(K): 1414.8241889985893
    avg_lattice_constant_A: 3.434372355430183
    avg_BEC_percm3: 3.5385331452750355e-21
    avg_Av.Valence_bond_strength_ev: 2.3410460742830277
    avg_EngelZ_e/a: 4.505030559473437
    Temperature: 25.0
    "
Al1 Co0.558 Cr0.535 Fe0.116 Ni0.116,1.4064774193548386,1.7122494623655915,5.7290322580645165,3.8901677419354836,130.16774193548386,164.97333333333333,63.52817204301075,1492.2093548387097,-22.091875350507525,16.15827956989247,3.3258580645161286,3.748129032258065e-21,2.353542365591398,4.699698924731182,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,868.0,"
    Formula: Al1 Co0.558 Cr0.535 Fe0.116 Ni0.116
    avg_Atomic_Radius: 1.4064774193548386
    avg_Pauling_Electronegativity: 1.7122494623655915
    avg_number_of_valence_electrons: 5.7290322580645165
    avg_Cohesive_energy_ev_atom: 3.8901677419354836
    avg_Bulk_modulus_RT_Gpa: 130.16774193548386
    avg_Elastic_modulus_RT_Gpa: 164.97333333333333
    avg_Melting_point_(K): 1492.2093548387097
    avg_lattice_constant_A: 3.3258580645161286
    avg_BEC_percm3: 3.748129032258065e-21
    avg_Av.Valence_bond_strength_ev: 2.353542365591398
    avg_EngelZ_e/a: 4.699698924731182
    Temperature: 25.0
    "
Al1 Co0.581 Cr0.512 Fe0.116 Ni0.116,1.4050924731182795,1.714425806451613,5.758709677419354,3.8930365591397846,130.36559139784944,164.28086021505374,63.13247311827957,1488.6282795698924,-22.052359646331183,15.963397849462366,3.3221978494623654,3.7516903225806456e-21,2.3521376344086025,4.699698924731182,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,865.0,"
    Formula: Al1 Co0.581 Cr0.512 Fe0.116 Ni0.116
    avg_Atomic_Radius: 1.4050924731182795
    avg_Pauling_Electronegativity: 1.714425806451613
    avg_number_of_valence_electrons: 5.758709677419354
    avg_Cohesive_energy_ev_atom: 3.8930365591397846
    avg_Bulk_modulus_RT_Gpa: 130.36559139784944
    avg_Elastic_modulus_RT_Gpa: 164.28086021505374
    avg_Melting_point_(K): 1488.6282795698924
    avg_lattice_constant_A: 3.3221978494623654
    avg_BEC_percm3: 3.7516903225806456e-21
    avg_Av.Valence_bond_strength_ev: 2.3521376344086025
    avg_EngelZ_e/a: 4.699698924731182
    Temperature: 25.0
    "
Al1 Co0.457 Cr0.391 Cu0.109 Fe0.109 Ni0.109,1.38583908045977,1.7163126436781608,5.8022988505747115,3.8299862068965513,126.08275862068963,153.36597701149424,58.70988505747126,1428.5711494252876,-21.755148528882753,15.606620689655172,3.408344827586206,3.565935632183908e-21,2.3590639080459774,4.515448275862068,0.48,0.2999999999999998,8.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.021888888888888892,0.014180555555555545,7.138888888888888,0.17749166666666663,1311.6666666666667,4423.805555555556,774.888888888889,145041.47222222228,4.094897329975828,61.51,0.27846666666666664,1.691788888888889e-42,0.03978022222222224,1.4658333333333335,25.0,840.0,"
    Formula: Al1 Co0.457 Cr0.391 Cu0.109 Fe0.109 Ni0.109
    avg_Atomic_Radius: 1.38583908045977
    avg_Pauling_Electronegativity: 1.7163126436781608
    avg_number_of_valence_electrons: 5.8022988505747115
    avg_Cohesive_energy_ev_atom: 3.8299862068965513
    avg_Bulk_modulus_RT_Gpa: 126.08275862068963
    avg_Elastic_modulus_RT_Gpa: 153.36597701149424
    avg_Melting_point_(K): 1428.5711494252876
    avg_lattice_constant_A: 3.408344827586206
    avg_BEC_percm3: 3.565935632183908e-21
    avg_Av.Valence_bond_strength_ev: 2.3590639080459774
    avg_EngelZ_e/a: 4.515448275862068
    Temperature: 25.0
    "
Al1 Co0.512 Cr0.512 Fe0.186 Ni0.116,1.4063456577815994,1.7129922613929494,5.730008598452279,3.8899398108340497,130.0859845227859,164.36027515047292,63.34823731728289,1489.9522355975926,-22.091681256010318,16.0731728288908,3.3326827171109197,3.75360275150473e-21,2.3412132416165092,4.712295786758384,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,882.0,"
    Formula: Al1 Co0.512 Cr0.512 Fe0.186 Ni0.116
    avg_Atomic_Radius: 1.4063456577815994
    avg_Pauling_Electronegativity: 1.7129922613929494
    avg_number_of_valence_electrons: 5.730008598452279
    avg_Cohesive_energy_ev_atom: 3.8899398108340497
    avg_Bulk_modulus_RT_Gpa: 130.0859845227859
    avg_Elastic_modulus_RT_Gpa: 164.36027515047292
    avg_Melting_point_(K): 1489.9522355975926
    avg_lattice_constant_A: 3.3326827171109197
    avg_BEC_percm3: 3.75360275150473e-21
    avg_Av.Valence_bond_strength_ev: 2.3412132416165092
    avg_EngelZ_e/a: 4.712295786758384
    Temperature: 25.0
    "
Al1 Co0.512 Cr0.535 Fe0.163 Ni0.116,1.4073344797936373,1.7113112639724848,5.710232158211522,3.8881599312123813,129.9871023215821,165.03267411865863,63.674548581255365,1493.1362424763545,-22.11825628434652,16.230395528804817,3.3327815993121233,3.749647463456579e-21,2.3461870163370593,4.708340498710232,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,883.0,"
    Formula: Al1 Co0.512 Cr0.535 Fe0.163 Ni0.116
    avg_Atomic_Radius: 1.4073344797936373
    avg_Pauling_Electronegativity: 1.7113112639724848
    avg_number_of_valence_electrons: 5.710232158211522
    avg_Cohesive_energy_ev_atom: 3.8881599312123813
    avg_Bulk_modulus_RT_Gpa: 129.9871023215821
    avg_Elastic_modulus_RT_Gpa: 165.03267411865863
    avg_Melting_point_(K): 1493.1362424763545
    avg_lattice_constant_A: 3.3327815993121233
    avg_BEC_percm3: 3.749647463456579e-21
    avg_Av.Valence_bond_strength_ev: 2.3461870163370593
    avg_EngelZ_e/a: 4.708340498710232
    Temperature: 25.0
    "
Al1 Co0.465 Cr0.488 Fe0.209 Ni0.163,1.4046408602150537,1.7153032258064518,5.769892473118279,3.892640860215054,130.1720430107527,163.45634408602155,63.01978494623657,1485.64247311828,-22.084962187526884,15.905978494623657,3.353195698924731,3.746090322580645e-21,2.338495913978495,4.703569892473118,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,828.0,"
    Formula: Al1 Co0.465 Cr0.488 Fe0.209 Ni0.163
    avg_Atomic_Radius: 1.4046408602150537
    avg_Pauling_Electronegativity: 1.7153032258064518
    avg_number_of_valence_electrons: 5.769892473118279
    avg_Cohesive_energy_ev_atom: 3.892640860215054
    avg_Bulk_modulus_RT_Gpa: 130.1720430107527
    avg_Elastic_modulus_RT_Gpa: 163.45634408602155
    avg_Melting_point_(K): 1485.64247311828
    avg_lattice_constant_A: 3.353195698924731
    avg_BEC_percm3: 3.746090322580645e-21
    avg_Av.Valence_bond_strength_ev: 2.338495913978495
    avg_EngelZ_e/a: 4.703569892473118
    Temperature: 25.0
    "
Al1 Co0.512 Cr0.581 Fe0.116 Ni0.116,1.409247311827957,1.7078967741935482,5.669677419354839,3.884430107526881,129.7720430107527,166.35827956989243,64.31956989247311,1499.371505376344,-22.170906758860212,16.548043010752686,3.333178494623655,3.741006451612904e-21,2.3563518279569893,4.699698924731182,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,848.0,"
    Formula: Al1 Co0.512 Cr0.581 Fe0.116 Ni0.116
    avg_Atomic_Radius: 1.409247311827957
    avg_Pauling_Electronegativity: 1.7078967741935482
    avg_number_of_valence_electrons: 5.669677419354839
    avg_Cohesive_energy_ev_atom: 3.884430107526881
    avg_Bulk_modulus_RT_Gpa: 129.7720430107527
    avg_Elastic_modulus_RT_Gpa: 166.35827956989243
    avg_Melting_point_(K): 1499.371505376344
    avg_lattice_constant_A: 3.333178494623655
    avg_BEC_percm3: 3.741006451612904e-21
    avg_Av.Valence_bond_strength_ev: 2.3563518279569893
    avg_EngelZ_e/a: 4.699698924731182
    Temperature: 25.0
    "
Al1 Co0.404 Cr0.404 Cu0.106 Fe0.106 Ni0.106,1.3836876763875825,1.711194731890875,5.707431796801505,3.8166603951081846,124.78833490122297,152.63311382878643,58.60583254938853,1423.5422859830671,-21.7719310914111,15.959266227657572,3.42782690498589,3.5248071495766706e-21,2.363550329256821,4.484195672624648,0.48,0.2999999999999998,8.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.021888888888888892,0.014180555555555545,7.138888888888888,0.17749166666666663,1311.6666666666667,4423.805555555556,774.888888888889,145041.47222222228,4.094897329975828,61.51,0.27846666666666664,1.691788888888889e-42,0.03978022222222224,1.4658333333333335,25.0,878.0,"
    Formula: Al1 Co0.404 Cr0.404 Cu0.106 Fe0.106 Ni0.106
    avg_Atomic_Radius: 1.3836876763875825
    avg_Pauling_Electronegativity: 1.711194731890875
    avg_number_of_valence_electrons: 5.707431796801505
    avg_Cohesive_energy_ev_atom: 3.8166603951081846
    avg_Bulk_modulus_RT_Gpa: 124.78833490122297
    avg_Elastic_modulus_RT_Gpa: 152.63311382878643
    avg_Melting_point_(K): 1423.5422859830671
    avg_lattice_constant_A: 3.42782690498589
    avg_BEC_percm3: 3.5248071495766706e-21
    avg_Av.Valence_bond_strength_ev: 2.363550329256821
    avg_EngelZ_e/a: 4.484195672624648
    Temperature: 25.0
    "
Al1 Co0.674 Cr0.419 Fe0.116 Ni0.116,1.3994924731182796,1.723225806451613,5.878709677419355,3.9046365591397842,131.16559139784945,161.48086021505378,61.53247311827956,1474.1482795698926,-21.892578755531183,15.175397849462366,3.3073978494623653,3.766090322580646e-21,2.3464576344086026,4.699698924731182,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,782.0,"
    Formula: Al1 Co0.674 Cr0.419 Fe0.116 Ni0.116
    avg_Atomic_Radius: 1.3994924731182796
    avg_Pauling_Electronegativity: 1.723225806451613
    avg_number_of_valence_electrons: 5.878709677419355
    avg_Cohesive_energy_ev_atom: 3.9046365591397842
    avg_Bulk_modulus_RT_Gpa: 131.16559139784945
    avg_Elastic_modulus_RT_Gpa: 161.48086021505378
    avg_Melting_point_(K): 1474.1482795698926
    avg_lattice_constant_A: 3.3073978494623653
    avg_BEC_percm3: 3.766090322580646e-21
    avg_Av.Valence_bond_strength_ev: 2.3464576344086026
    avg_EngelZ_e/a: 4.699698924731182
    Temperature: 25.0
    "
Cr0.286 Mo0.476 Nb1 Ta0.024 Ti0.31 V0.286,1.8647439126784215,1.7138958858102435,5.189756507136859,6.3834928631402175,172.08228379513014,175.66330814441648,45.82199832073888,2528.3296809403864,-9.092647898161209,90.99496221662469,3.140528967254408,3.2791519731318223e-21,3.598385390428212,5.189756507136859,0.3400000000000001,0.6600000000000001,2.0,4.0,120.0,224.0,95.0,1336.0,23.042646454,75.0,0.43000000000000016,2.8000000000000004e-21,2.271,2.0,0.01739166666666667,0.0486138888888889,0.47222222222222215,2.1436916666666668,1380.5555555555554,7300.25,915.5833333333334,228475.66666666666,53.32692006287095,781.25,0.027313888888888877,8.628888888888892e-43,0.7495344722222222,0.47222222222222215,25.0,741.0,"
    Formula: Cr0.286 Mo0.476 Nb1 Ta0.024 Ti0.31 V0.286
    avg_Atomic_Radius: 1.8647439126784215
    avg_Pauling_Electronegativity: 1.7138958858102435
    avg_number_of_valence_electrons: 5.189756507136859
    avg_Cohesive_energy_ev_atom: 6.3834928631402175
    avg_Bulk_modulus_RT_Gpa: 172.08228379513014
    avg_Elastic_modulus_RT_Gpa: 175.66330814441648
    avg_Melting_point_(K): 2528.3296809403864
    avg_lattice_constant_A: 3.140528967254408
    avg_BEC_percm3: 3.2791519731318223e-21
    avg_Av.Valence_bond_strength_ev: 3.598385390428212
    avg_EngelZ_e/a: 5.189756507136859
    Temperature: 25.0
    "
Al1 Co1 Ni1 Ti1,1.4875,1.735,6.5,4.2675,136.5,148.75,55.25,1590.15,-19.070686034999998,32.475,3.2575000000000003,3.5775e-21,2.49,4.6,0.5800000000000001,0.3699999999999999,7.0,1.4599999999999995,104.0,139.0,50.0,1000.0000000000001,11.694749499999999,95.0,1.54,3.59e-21,0.718,3.0,0.04246875000000001,0.026324999999999973,9.25,0.2885187499999998,2036.75,3382.6875,450.6875,149869.50000000006,21.0670685842722,1554.6868750000003,0.33756875000000003,2.4698187500000002e-42,0.07461400000000003,1.3800000000000001,25.0,672.0,"
    Formula: Al1 Co1 Ni1 Ti1
    avg_Atomic_Radius: 1.4875
    avg_Pauling_Electronegativity: 1.735
    avg_number_of_valence_electrons: 6.5
    avg_Cohesive_energy_ev_atom: 4.2675
    avg_Bulk_modulus_RT_Gpa: 136.5
    avg_Elastic_modulus_RT_Gpa: 148.75
    avg_Melting_point_(K): 1590.15
    avg_lattice_constant_A: 3.2575000000000003
    avg_BEC_percm3: 3.5775e-21
    avg_Av.Valence_bond_strength_ev: 2.49
    avg_EngelZ_e/a: 4.6
    Temperature: 25.0
    "
Al1 Fe1 Ni1 Ti1,1.4975,1.7225000000000001,6.25,4.24,134.0,149.25,57.0,1600.15,-19.39743056,33.425,3.3475,3.5875e-21,2.39975,4.7,0.5800000000000001,0.3699999999999999,7.0,1.4599999999999995,104.0,141.0,56.0,1000.0000000000001,11.935334420000002,95.0,1.1799999999999997,3.63e-21,1.0790000000000002,3.4000000000000004,0.04341875000000001,0.023168749999999988,8.1875,0.2840499999999999,1838.0,3443.6875,529.0,153729.50000000006,23.318591596697694,1505.761875,0.22731874999999985,2.50656875e-42,0.14922818750000005,1.6900000000000004,25.0,666.0,"
    Formula: Al1 Fe1 Ni1 Ti1
    avg_Atomic_Radius: 1.4975
    avg_Pauling_Electronegativity: 1.7225000000000001
    avg_number_of_valence_electrons: 6.25
    avg_Cohesive_energy_ev_atom: 4.24
    avg_Bulk_modulus_RT_Gpa: 134.0
    avg_Elastic_modulus_RT_Gpa: 149.25
    avg_Melting_point_(K): 1600.15
    avg_lattice_constant_A: 3.3475
    avg_BEC_percm3: 3.5875e-21
    avg_Av.Valence_bond_strength_ev: 2.39975
    avg_EngelZ_e/a: 4.7
    Temperature: 25.0
    "
Al1 Co1 Fe1 Ni1 Ti1,1.5020000000000002,1.7540000000000002,6.8,4.27,143.2,161.2,60.60000000000001,1633.7500000000002,-19.923135800000004,27.8,3.1800000000000006,3.95e-21,2.3622000000000005,4.96,0.5800000000000001,0.3699999999999999,7.0,1.4599999999999995,104.0,141.0,56.0,1000.0000000000001,11.935334420000002,95.0,1.54,3.63e-21,1.0790000000000002,3.4000000000000004,0.034816000000000014,0.022503999999999986,7.760000000000001,0.23083999999999988,1808.9599999999998,3326.16,475.03999999999996,127499.44000000003,19.760337274811985,1331.172,0.29408,2.5308800000000002e-42,0.12502256000000003,1.6224,25.0,667.0,"
    Formula: Al1 Co1 Fe1 Ni1 Ti1
    avg_Atomic_Radius: 1.5020000000000002
    avg_Pauling_Electronegativity: 1.7540000000000002
    avg_number_of_valence_electrons: 6.8
    avg_Cohesive_energy_ev_atom: 4.27
    avg_Bulk_modulus_RT_Gpa: 143.2
    avg_Elastic_modulus_RT_Gpa: 161.2
    avg_Melting_point_(K): 1633.7500000000002
    avg_lattice_constant_A: 3.1800000000000006
    avg_BEC_percm3: 3.95e-21
    avg_Av.Valence_bond_strength_ev: 2.3622000000000005
    avg_EngelZ_e/a: 4.96
    Temperature: 25.0
    "
Al1 Cr1 Cu1 Fe1 Ni1,1.4680000000000002,1.7820000000000005,7.6,3.9400000000000004,145.2,178.0,69.4,1590.7500000000002,-22.571667812,12.86,3.3860000000000006,4.136e-21,2.2644,4.98,0.48,0.2999999999999998,8.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.1799999999999997,3.63e-21,0.6430000000000002,3.4000000000000004,0.025816000000000006,0.015415999999999989,8.24,0.17924,1372.16,5148.4,924.64,168804.64,4.864243370591835,64.2864,0.20626399999999992,1.7638640000000006e-42,0.047278640000000025,1.5856000000000006,25.0,434.0,"
    Formula: Al1 Cr1 Cu1 Fe1 Ni1
    avg_Atomic_Radius: 1.4680000000000002
    avg_Pauling_Electronegativity: 1.7820000000000005
    avg_number_of_valence_electrons: 7.6
    avg_Cohesive_energy_ev_atom: 3.9400000000000004
    avg_Bulk_modulus_RT_Gpa: 145.2
    avg_Elastic_modulus_RT_Gpa: 178.0
    avg_Melting_point_(K): 1590.7500000000002
    avg_lattice_constant_A: 3.3860000000000006
    avg_BEC_percm3: 4.136e-21
    avg_Av.Valence_bond_strength_ev: 2.2644
    avg_EngelZ_e/a: 4.98
    Temperature: 25.0
    "
Al1 Cr1 Cu1 Fe1 Ni1,1.4680000000000002,1.7820000000000005,7.6,3.9400000000000004,145.2,178.0,69.4,1590.7500000000002,-22.571667812,12.86,3.3860000000000006,4.136e-21,2.2644,4.98,0.48,0.2999999999999998,8.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.1799999999999997,3.63e-21,0.6430000000000002,3.4000000000000004,0.025816000000000006,0.015415999999999989,8.24,0.17924,1372.16,5148.4,924.64,168804.64,4.864243370591835,64.2864,0.20626399999999992,1.7638640000000006e-42,0.047278640000000025,1.5856000000000006,25.0,666.0,"
    Formula: Al1 Cr1 Cu1 Fe1 Ni1
    avg_Atomic_Radius: 1.4680000000000002
    avg_Pauling_Electronegativity: 1.7820000000000005
    avg_number_of_valence_electrons: 7.6
    avg_Cohesive_energy_ev_atom: 3.9400000000000004
    avg_Bulk_modulus_RT_Gpa: 145.2
    avg_Elastic_modulus_RT_Gpa: 178.0
    avg_Melting_point_(K): 1590.7500000000002
    avg_lattice_constant_A: 3.3860000000000006
    avg_BEC_percm3: 4.136e-21
    avg_Av.Valence_bond_strength_ev: 2.2644
    avg_EngelZ_e/a: 4.98
    Temperature: 25.0
    "
Al1 Cr1 Cu1 Fe1 Ni1,1.4680000000000002,1.7820000000000005,7.6,3.9400000000000004,145.2,178.0,69.4,1590.7500000000002,-22.571667812,12.86,3.3860000000000006,4.136e-21,2.2644,4.98,0.48,0.2999999999999998,8.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.1799999999999997,3.63e-21,0.6430000000000002,3.4000000000000004,0.025816000000000006,0.015415999999999989,8.24,0.17924,1372.16,5148.4,924.64,168804.64,4.864243370591835,64.2864,0.20626399999999992,1.7638640000000006e-42,0.047278640000000025,1.5856000000000006,25.0,761.0,"
    Formula: Al1 Cr1 Cu1 Fe1 Ni1
    avg_Atomic_Radius: 1.4680000000000002
    avg_Pauling_Electronegativity: 1.7820000000000005
    avg_number_of_valence_electrons: 7.6
    avg_Cohesive_energy_ev_atom: 3.9400000000000004
    avg_Bulk_modulus_RT_Gpa: 145.2
    avg_Elastic_modulus_RT_Gpa: 178.0
    avg_Melting_point_(K): 1590.7500000000002
    avg_lattice_constant_A: 3.3860000000000006
    avg_BEC_percm3: 4.136e-21
    avg_Av.Valence_bond_strength_ev: 2.2644
    avg_EngelZ_e/a: 4.98
    Temperature: 25.0
    "
